Ship Number,Ref,Carrier,Ship Method,Tracking Number,Shipped Date,Names,Company,Address 1,City,State,Zip,Country,Base Rate,Total Charge,Qty,Pallet Qty,Weight,Dimensions,Customer,Client Customer,Tracking Status
1298429,,UPS? Ground,EUPSGRND,1Z7F0F280327972573,2023-04-25T00:00:00,Hudson Hospital,Hudson Hospital,405 Stageline Road,Hudson,WI,54016,US,13.39,11.59,1,0,3.85,11X9X7,,",",
1297881,,UPS? Ground,EUPSGRND,1Z7F0F280319525197,2023-04-25T00:00:00,EVEREVE 15-Eden Prairie,Inventory Specialist,11995 Singletree Lane,Eden Prairie,MN,55344,US,15.3,11.59,1,0,8.6,15X8X9,,",",
1297877,,UPS? Ground,EUPSGRND,1Z7F0F280337528981,2023-04-25T00:00:00,EVEREVE 12-Roseville,Inventory Specialist,"1595 Highway 36 W, Space 930",Roseville,MN,55113,US,23.45,11.59,1,0,34,21X15X11,,",",
1297553,Sheetz312,FedEx 2Day,EFEX2,3.97461E+11,2023-04-25T00:00:00,Sheetz Incorp,,1555 West Main Street,Mount Joy,PA,17552,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1298369,,FedEx Home Delivery,EFEXHD,3.97461E+11,2023-04-25T00:00:00,Jeanni Blankenbaker,,1019 S Wolf Lodge Creek Rd,Coeur D Alene,ID,83814,US,96.02,38.86,1,0,29.75,72X12X7,,",",
1297556,Sheetz628,FedEx 2Day,EFEX2,3.97461E+11,2023-04-25T00:00:00,Sheetz Incorp,,7970 Linglestown Rd,Harrisburg,PA,17112,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1297555,Sheetz552,FedEx 2Day,EFEX2,3.97461E+11,2023-04-25T00:00:00,Sheetz Incorp,,9037 Pearl Road,Strongsville,OH,44136,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1297552,Sheetz293,FedEx 2Day,EFEX2,3.97461E+11,2023-04-25T00:00:00,Sheetz Incorp,,5515 Pottsville Pike,Leesport,PA,19533,US,117.53,21.68,1,0,9.85,18X12X12,,",",
1297557,Sheetz653,FedEx 2Day,EFEX2,3.97462E+11,2023-04-25T00:00:00,Sheetz Incorp,,5350 Dale Boulevard,Dale City,VA,22193,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1298431,,FedEx Ground,FECcollect,3.97462E+11,2023-04-25T00:00:00,ADVOCATE HEALTH,,9330 S KOSTNER AVE,OAK LAWN,IL,60453,US,0,0,1,0,11.45,22X22X14,,",",
1298371,,FedEx Home Delivery,EFEXHD,3.97462E+11,2023-04-25T00:00:00,John Ruppert,,722 W Spruce Ave,Montesano,WA,98563,US,113.76,52.68,1,0,41.25,85X8X8,,",",
1297550,Sheetz566,FedEx 2Day,EFEX2,3.97462E+11,2023-04-25T00:00:00,Sheetz Incorp,,1810 Liberty Drive,Thomasville,NC,27360,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1297551,Sheetz40,FedEx 2Day,EFEX2,3.97462E+11,2023-04-25T00:00:00,Sheetz Incorp,,201 North Jefferson Street,Mount Union,PA,17066,US,122.72,23.72,1,0,3.3,18X12X12,,",",
1297554,Sheetz317,FedEx 2Day,EFEX2,3.97462E+11,2023-04-25T00:00:00,Sheetz Incorp,,1210 Main Street,Cuyahoga Falls,OH,44221,US,117.53,21.68,1,0,3.3,18X12X12,,",",
1297549,Sheetz667,FedEx 2Day,EFEX2,3.97462E+11,2023-04-25T00:00:00,Sheetz Incorp,,1900 Colonial Crossings Dr,Prince George,VA,23875,US,117.53,21.68,1,0,9.8,18X12X12,,",",
1298372,,FedEx Home Delivery,EFEXHD,3.97462E+11,2023-04-25T00:00:00,Bill Cole,,22739 455th Ave,Madison,SD,57042,US,63.79,31.77,1,0,12,49X9X8,,",",
1293735,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Roberta Anders,,E5499 Airport Rd Apt 18,Ironwood,MI,49938,US,21.1,16.18,1,0,6,16X16X10,,",",
1298271,,FedEx Ground,FECcollect,3.97463E+11,2023-04-25T00:00:00,ADVOCATE HEALTH,,9330 S KOSTNER AVE,OAK LAWN,IL,60453,US,0,0,1,0,19.05,22X22X14,,",",
1298427,,FedEx Ground,FECcollect,3.97463E+11,2023-04-25T00:00:00,ST JOSEPHS MEDICAL CENTER,Essentia Brainerd,523 North 3RD,BRAINERD,MN,56401,US,0,0,1,0,1.45,6X6X6,,",",
1298426,,UPS? Ground,EUPSGRND,1Z7F0F280330879794,2023-04-25T00:00:00,FAIRVIEW UMMC-RIVERSIDE,FAIRVIEW UMMC-RIVERSIDE,2414 S 7th St,MINNEAPOLIS,MN,55454,US,0,0,1,0,12.35,9X9X7,,",",
1298370,,FedEx Home Delivery,EFEXHD,3.97464E+11,2023-04-25T00:00:00,George Hoehn,,11521 Mill Creek Dr,Marshfield,WI,54449,US,69.47,33.05,1,0,46.1,71X14X8,,",",
1298373,,FedEx Home Delivery,EFEXHD,3.97465E+11,2023-04-25T00:00:00,Mike Keninger,,2148 40th St,Ackley,IA,50601,US,206.02,96.84,2,0,72.6,62X13X13,,",",
1298373,,FedEx Home Delivery,EFEXHD,3.97465E+11,2023-04-25T00:00:00,Mike Keninger,,2148 40th St,Ackley,IA,50601,US,206.02,96.84,2,0,78.1,75X7X7,,",",
1159554-return,,UPS? Ground,EUPSGRND,1Z7F0F289029721006,2023-04-25T00:00:00,Receiving Dept,KSP Fulfillment,8100 OXBOW CREEK DR N,MINNEAPOLIS,MN,55445-2001,US,20.7,11.59,1,0,3.45,22X22X5,,",",
1298194,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Claire de Deveau,,131 E 7th Street,New York,NY,10009,US,16.3,13.74,1,0,2.4,4X9.500X9.500,,",",
1298374,,FedEx Home Delivery,EFEXHD,3.97466E+11,2023-04-25T00:00:00,Damon Campbell,,3823 15th St NE,Sauk Rapids,MN,56379,US,166.25,78.41,2,0,91.8,75X13X13,,",",
1298374,,FedEx Home Delivery,EFEXHD,3.97466E+11,2023-04-25T00:00:00,Damon Campbell,,3823 15th St NE,Sauk Rapids,MN,56379,US,166.25,78.41,2,0,45.35,73X14X7,,",",
1298428,,UPS? Ground,EUPSGRND,1Z7F0F280336388616,2023-04-25T00:00:00,Sanford Bismarck Medical Center,Sanford Bismarck Medical Center,3401 North 14th Street,BISMARCK,ND,58503,US,17.36,11.59,1,0,6.6,9X9X7,,",",
1299509,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,Yolanda McClary,,5574 Kingsport Dr,Sandy Springs,GA,30342,US,6.4,4.88,1,0,0.65,10X8X2,,",",
1299510,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,Ryan Lankford,,2580 Hankins Rd,Marion,NC,28752,US,6.4,4.88,1,0,0.65,10X8X2,,",",
1299511,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,robert neizer,,3062 west bald mountain drive,taylorsville,UT,84129,US,6.4,4.88,1,0,0.65,10X8X2,,",",
1299512,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,Angela Ball,,5563 Farmstead Rd,Seagrove,NC,27341,US,6.4,4.88,1,0,0.65,10X8X2,,",",
1298195,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Carah Shapiro,,2128 N Winchester Ave,Chicago,IL,60614,US,12.55,8.18,1,0,2.4,4X9.500X9.500,,",",
1298285,,FedEx Ground,FECcollect,3.97467E+11,2023-04-25T00:00:00,UNIVERSITY OF CHICAGO MEDICINE,,5835 S COTTAGE GROVE AVE,CHICAGO,IL,60637,US,0,0,1,0,11.15,22X22X14,,",",
1298186,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Jacob Shapiro,,401 N Wabash Ave,Chicago,IL,60611,US,12.55,8.18,1,0,2.4,4X9.500X9.500,,",",
1298284,,UPS? Ground,EUPSGRND,1Z7F0F280331458620,2023-04-25T00:00:00,SILVER CROSS HOSPITAL,SILVER CROSS HOSPITAL,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,US,0,0,1,0,17.25,16X16X10,,",",
1298188,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Maureen Case,,166 Bank Street,New York,NY,10014,US,16.3,13.74,1,0,2.4,4X9.500X9.500,,",",
1298375,,FedEx Home Delivery,EFEXHD,3.97467E+11,2023-04-25T00:00:00,Garrett Miller,,4017 Hickok Rd,Interlaken,NY,14847,US,200.13,93.36,2,0,53,84X7X7,,",",
1298375,,FedEx Home Delivery,EFEXHD,3.97467E+11,2023-04-25T00:00:00,Garrett Miller,,4017 Hickok Rd,Interlaken,NY,14847,US,200.13,93.36,2,0,46.25,74X14X7,,",",
1298189,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Mimi Fukuyoshi,,252 7th Ave,New York,NY,10001,US,16.3,13.74,1,0,2.4,4X9.500X9.500,,",",
1298216,,UPS? Ground,EUPSGRND,1Z7F0F280335347037,2023-04-25T00:00:00,STORRM DEL,Hennepin Healthcare System,901 South 6th Street,MINNEAPOLIS,MN,55415,US,0,0,1,0,9.3,18X12X9,,",",
NA-173836,,UPS? Ground,EUPSGRND,1Z7F0F280301541603,2023-04-25T00:00:00,SAM BERNE,SAM BERNE,174 TESUQUE VILLAGE RD,TESUQUE,NM,87574-2000,US,17.99,13.71,1,0,0.7,8X4X4,,",",
1298376,,FedEx Ground,EFEXG,3.97468E+11,2023-04-25T00:00:00,Allied Ag Services,Kaitlin Duecker,255 Loring St,Stonewall,TX,78671,US,124,49.5,2,0,41.45,36X12X12,,",",
1298376,,FedEx Ground,EFEXG,3.97468E+11,2023-04-25T00:00:00,Allied Ag Services,Kaitlin Duecker,255 Loring St,Stonewall,TX,78671,US,124,49.5,2,0,41.45,36X12X12,,",",
1298208,,UPS? Ground,EUPSGRND,1Z7F0F280333909844,2023-04-25T00:00:00,Inventory Methodist General ST,UnityPoint Health Des Moines,1200 PLEASANT ST,DES MOINES,IA,50309,US,52.78,34.77,3,0,6.75,14X11X10,,",",
1298208,,UPS? Ground,EUPSGRND,1Z7F0F280328043057,2023-04-25T00:00:00,Inventory Methodist General ST,UnityPoint Health Des Moines,1200 PLEASANT ST,DES MOINES,IA,50309,US,52.78,34.77,3,0,6.75,15X11X10,,",",
1298208,,UPS? Ground,EUPSGRND,1Z7F0F280327282667,2023-04-25T00:00:00,Inventory Methodist General ST,UnityPoint Health Des Moines,1200 PLEASANT ST,DES MOINES,IA,50309,US,52.78,34.77,3,0,6.75,16X11X10,,",",
1297932,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Patricia Deaviser,,7934 Burntwood Cove,Germantown,TN,38138,US,14.5,9.59,1,0,2.5,15X8X8,,",",
1298434,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Swedish Kontur,,Attn: Susie Heim,St Peter,MN,56082,US,10.75,7.64,1,0,2.15,15X8X6,,",",
1298727,,FedEx Home Delivery,EFEXHD,3.97469E+11,2023-04-25T00:00:00,Luca Bernardo Ciddio,,239 Linwood Ave Unit B,Monrovia,CA,91016,US,22.6,12.96,1,0,0.65,12X4X5,,",",
1298435,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,KIMBERLY PICKENS,,414 KELLER RD,TEMPLE,TX,76504,US,6.22,6.22,1,0,0.9,8X8X8,,",",
1298270,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,DAVE HAUGSTEN,,16820 SANDRIDGE RD,LONG BEACH,WA,98631,US,5.1,3.9,1,0,0.25,11X9X1,,",",
1298932,,FedEx Ground,FECcollect,3.9747E+11,2023-04-25T00:00:00,MATTHEW WEAGLEY,,940 CHERRY VALLEY RD APT 101,VERNON HILLS,IL,600612516,US,0,0,1,0,0.5,11X9X1,,",",
1299103,,UPS? Ground,EUPSGRND,1Z7F0F280327404678,2023-04-25T00:00:00,SHERYL STETZ,SHERYL STETZ,467 12TH ST,IDAHO FALLS,ID,83404,US,22.53,14.6,1,0,2.05,8x6x7,,",",
1298192,,UPS? Ground,EUPSGRND,1Z7F0F280332025087,2023-04-25T00:00:00,Jonathan Horemans,Jonathan Horemans,5700 Biscayne Blvd,Miami,FL,33137,US,23.78,14.6,1,0,2.4,4X9.500X9.500,,",",
1298193,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Paige Matteo,,200 W 24th Street,New York,NY,10011,US,16.3,13.74,1,0,2.4,4X9.500X9.500,,",",
1298187,,UPS? Ground,EUPSGRND,1Z7F0F280338199899,2023-04-25T00:00:00,Hampton Carney PWC,Hampton Carney PWC,401 Lafayette Street,New York,NY,10003,US,16.5,11.59,1,0,2.4,4X9.500X9.500,,",",
1298184,,UPS? Ground,EUPSGRND,1Z7F0F280326025106,2023-04-25T00:00:00,Christian Shelton,Christian Shelton,983 Getoun Dr,Concord,CA,94518,US,23.78,14.6,1,0,2.4,4X9.500X9.500,,",",
1299104,,UPS? Ground,EUPSGRND,1Z7F0F280304870814,2023-04-25T00:00:00,ROWENA THOMPSON,ROWENA THOMPSON,14325 MCNAB AVE SPC 8,BELLFLOWER,CA,90706,US,23.78,14.6,1,0,2.25,8X8X8,,",",
1298191,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Michael Horemans,,73500 Gallagher Drive,Edina,MN,55435,US,10.45,7.59,1,0,2.4,4X9.500X9.500,,",",
1299102,,UPS? Ground,EUPSGRND,1Z7F0F280314536827,2023-04-25T00:00:00,ANGELINA CARRIVEAU,ANGELINA CARRIVEAU,224 HICKORY RD,OAKWOOD HILLS,IL,60013,US,24.06,14.59,1,0,8.5,15X8X6,,",",
1299062,,UPS? Ground,EUPSGRND,1ZY0R7430306846216,2023-04-25T00:00:00,Kathya Godoy-Usman,Kathya Godoy-Usman,9126 45th Avenue SW,Seattle,WA,98136,US,23.91,13.14,1,0,2.9,8X8X8,,"Vault Health,Vault Health",
1299288,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,Chad Jamrozy,,4945 Queen Avenue South,Minneapolis,MN,55410,US,6.15,4.62,1,0,0.75,19X13X1,,",",
1299049,,UPS? Ground,EUPSGRND,1ZY0R7430306957221,2023-04-25T00:00:00,Grandma Baby Apothecary LLC,Taylor Angles,500 Brookside Drive,Andover,MA,1810,US,23.91,13.14,1,0,2.7,8X8X8,,"Vault Health,Vault Health",
1299050,,UPS? Ground,EUPSGRND,1ZY0R7430300243833,2023-04-25T00:00:00,Ivy McLendon,Ivy McLendon,4929 Walton Ave,Philadelphia,PA,19143,US,23.43,12.86,1,0,2.4,8X8X8,,"Vault Health,Vault Health",
1299054,,UPS? Ground,EUPSGRND,1ZY0R7430325605011,2023-04-25T00:00:00,Shanell Swinton,Shanell Swinton,7405 Sandy Springs Point,Fountain,CO,80817,US,23.43,12.86,1,0,2.85,8X8X8,,"Vault Health,Vault Health",
1299056,,UPS? Ground,EUPSGRND,1ZY0R7430323052023,2023-04-25T00:00:00,Pablo Perel,Pablo Perel,12700 Tierra Sonora Drive,El Paso,TX,79938,US,23.91,13.14,1,0,1.65,8X8X8,,"Vault Health,Vault Health",
1299052,,UPS? Ground,EUPSGRND,1ZY0R7430320877835,2023-04-25T00:00:00,lillian medville,lillian medville,14 Bradford Road,Watertown,MA,2472,US,23.91,13.14,1,0,2.4,8X8X8,,"Vault Health,Vault Health",
1299286,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Pamela Parker,,47 Goose Pond Road,Lyme,NH,3768,US,10.95,8.41,1,0,1,19X13X1,,",",
1299740,,USPS First Class (eHub),FCM,9.40014E+21,2023-04-25T00:00:00,Jessica Goodenow,,89 Prospect St,Attica,NY,14011,US,6.4,4.88,1,0,0.65,10X8X2,,",",
1298778,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Debra Nelson,,10316 Xylon Rd,Bloomington,MN,55438,US,15.15,11.69,1,0,3.65,26X8X7,,",",
1299287,,UPS? Ground,EUPSGRND,1Z7F0F280317483638,2023-04-25T00:00:00,Ryan Klumpers,Ryan Klumpers,1021 45th Street,Des Moines,IA,50311,US,22.67,14.59,1,0,4.5,25X15X5,,",",
1297560,Sheetz432,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1001 Gardner Hill Drive,Jamestown,NC,27282,US,35.97,7.89,1,0,1.75,11X10X1,,",",
1299051,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431331226445,2023-04-25T00:00:00,Rayvionne French,Rayvionne French,15784 NE 101st Ct,Redmond,WA,98052,US,201.16,34.2,1,0,7.55,17X12X8,,"Vault Health,Vault Health",
1299733,,UPS? Ground,EUPSGRND,1ZY0R7430336961857,2023-04-25T00:00:00,Julia Doubleday,Julia Doubleday,1868 Columbia Rd,Washington,DC,20009,US,26.34,13.78,1,0,7.55,17X12X8,,"Vault Health,Vault Health",
1298998,,UPS? Ground,EUPSGRND,1Z7F0F280316175240,2023-04-25T00:00:00,Polly Silverman,Polly Silverman,51 MacDougal St,New York,NY,10012,US,26.11,14.64,1,0,4.5,25.500X15X5,,",",
1297567,Sheetz21,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,490 Central Avenue,Johnstown,PA,15902,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299048,,UPS? Ground,EUPSGRND,1ZY0R7430300642045,2023-04-25T00:00:00,rachel turner,rachel turner,3649 34th Ave S,Minneapolis,MN,55406,US,19.42,12.28,1,0,3,8X8X8,,"Vault Health,Vault Health",
1299059,,UPS? Ground,EUPSGRND,1ZY0R7430302247853,2023-04-25T00:00:00,Isaiah Jackson,Isaiah Jackson,2701 NE 161st ST,Ridgefield,WA,98642,US,31.17,16.29,1,0,3,8X8X8,,"Vault Health,Vault Health",
1299058,,UPS? Ground,EUPSGRND,1ZY0R7430308917261,2023-04-25T00:00:00,Bryan Jackson,Bryan Jackson,2701 NE 161st ST,Ridgefield,WA,98642,US,31.17,16.29,1,0,3,8X8X8,,"Vault Health,Vault Health",
1297570,Sheetz586,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1340 National Highway,Thomasville,NC,27360,US,35.97,7.89,1,0,1.75,11X10X1,,",",
1297565,Sheetz509,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1300 Battleground Avenue,Greensboro,NC,27408,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299285,,UPS? Ground,EUPSGRND,1Z7F0F280310195659,2023-04-25T00:00:00,Erika Camplin,Erika Camplin,7 Thompson Ln,North Oaks,MN,55127,US,21.53,14.6,1,0,4.5,25X15X5,,",",
1297568,Sheetz578,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1551 Glenn Center Dr,Kernersville,NC,27284,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1297566,Sheetz568,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,5230 Beauchamp Lane,Winston-Salem,NC,27104,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299289,,UPS? Ground,EUPSGRND,1Z7F0F280305848865,2023-04-25T00:00:00,Reed Robinson,Reed Robinson,4405 Bryant Ave S,Minneapolis,MN,55419,US,21.53,14.6,1,0,4.5,25X15X5,,",",
1297564,Sheetz470,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1520 Jake Alexander Boulevard South,Salisbury,NC,28146,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299060,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431319866278,2023-04-25T00:00:00,Aubrey Johnson,Aubrey Johnson,612 Hermosa Place,Davis,CA,95616,US,136.16,24.7,1,0,1.5,8X8X8,,"Vault Health,Vault Health",
1299053,,UPS? Ground,EUPSGRND,1ZY0R7430325268065,2023-04-25T00:00:00,Michelle Natanzon,Michelle Natanzon,"33 Crooke Avenue, Apt 5B",Brooklyn,NY,11226,US,23.43,12.86,1,0,2.4,8X8X8,,"Vault Health,Vault Health",
1297562,Sheetz453,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,5519 Gumtree Road,Winston-Salem,NC,27107,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299055,,UPS? Ground,EUPSGRND,1ZY0R7430329249079,2023-04-25T00:00:00,Vix Jensen,Vix Jensen,814 Encino Pl,Monrovia,CA,91016,US,19.06,10.49,1,0,2.1,8X8X8,,"Vault Health,Vault Health",
1297559,Sheetz668,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,518 Greenfield Road,Lancaster,PA,17601,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1298997,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Roget Neo Alabastro,,1751 Koikoi St,Wahiawa,HI,96786,US,61.65,46.74,1,0,4.5,25.500X15X5,,",",
1293731,Sheetz638,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1720 Harrisburg Pike,Carlisle,PA,17015,US,46.24,9.62,1,0,3.225,11X10X1,,",",
1293729,Sheetz600,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1019 Morrisville Parkway,Morrisville,NC,27560,US,35.97,7.89,1,0,1.75,11X10X1,,",",
1293730,Sheetz636,FedEx 2Day,EFEX2,3.97473E+11,2023-04-25T00:00:00,Sheetz Incorp,,1639 Spring Garden Street,Greensboro,NC,27403,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1293732,Sheetz647,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,1990 North Carolina 86,Hillsborough,NC,27278,US,43.86,9.93,1,0,2.95,11X10X1,,",",
1293728,Sheetz580,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,4651 Lindle Road,Harrisburg,PA,17111,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1293727,Sheetz550,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,524 Town Centre Drive,Johnstown,PA,15904,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1299230,,UPS? Ground,EUPSGRND,1Z7F0F280313758876,2023-04-25T00:00:00,KNICK NASH,FAIRE,529 OPRY MILLS DRIVE,NASHVILLE,TN,37214,US,24.06,11.74,1,0,13.15,20X13X13,,",",
1293726,Sheetz574,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,1401 West Harrisburg Pike,Middletown,PA,17057,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1293719,Sheetz197,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,747 Fairfax Street,Stephens City,VA,22655,US,39.6,8.25,1,0,2.75,11X10X1,,",",
1293720,Sheetz309,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,1574 Martinsburg Pike,Winchester,VA,22602,US,39.6,8.25,1,0,2.75,11X10X1,,",",
1260613,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,2175,72199,3111 West Temple Avenue,Pomona,CA,91768,US,42.41,8.83,1,0,0.15,11X10X1,,",",
1293715,Sheetz417,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,2628 Alamance Road,Burlington,NC,27215,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1293716,Sheetz436,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,790 North Main Street,Kernersville,NC,27284,US,35.97,7.89,1,0,1.75,11X10X1,,",",
1263597,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,2515,71399,1301 Jefferson Davis Highway,Richmond,VA,23224,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1293721,Sheetz388,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,3101 Columbia Avenue,Lancaster,PA,17603,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1259645,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,7 Eleven,,866 6th Avenue,New York,NY,10001,US,33.11,7.89,1,0,0.15,11X10X1,,",",
1298185,,UPS? Standard,EUPSSTANDARD,1Z7F0F286832236719,2023-04-25T00:00:00,Anne Babcock,Anne Babcock,1 Balsam Road,Toronto,ON,M4E 1P2,CA,47.44,34.58,1,0,3.1,10X10X10,,",",
1293723,Sheetz435,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,435 Water Street,Chardon,OH,44024,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1260984,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,2421,72499,100 E Sunrise Hwy,Valley Stream,NY,11581,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1260664,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,2546,72599,3078 SOLOMAN'S ISLAND RD,Edgewater,MD,21037,US,37.38,9.58,1,0,0.15,11X10X1,,",",
1293717,Sheetz454,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,1065 East Dixie Drive,Asheboro,NC,27203,US,35.97,7.89,1,0,1.75,11X10X1,,",",
1260947,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,2581,72599,502 South King Street,Leesburg,VA,20175,US,33.11,7.89,1,0,0.15,11X10X1,,",",
1293718,Sheetz567,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,Sheetz Incorp,,1500 Julian R Allsbrook Highway,Roanoke Rapids,NC,27870,US,55.77,12.41,1,0,2.95,11X10X1,,",",
1263043,711AR414,FedEx 2Day,EFEX2,3.97474E+11,2023-04-25T00:00:00,1603,72399,301 Short Street,Smithville,TX,78957,US,44.95,10.31,1,0,0.25,11X10X1,,",",
1297569,Sheetz22,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,Sheetz Incorp,,208 Haynes Street,Johnstown,PA,15901,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1262720,711AR414,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,7 Eleven,,774 Plain Street,Marshfield,MA,2050,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1293724,Sheetz474,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,Sheetz Incorp,,85 West Wellsboro Street,Mansfield,PA,16933,US,43.86,9.93,1,0,2.95,11X10X1,,",",
1298190,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Sander Goldthwait,,405 W 36th Ave,Anchorage,AK,99503,US,25.45,21.6,1,0,3.1,10X10X10,,",",
1259919,711AR414,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,7 Eleven,,1554 S Federal Hwy,Dania Beach,FL,33004,US,42.41,8.83,1,0,0.25,11X10X1,,",",
1293722,Sheetz426,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,Sheetz Incorp,,1796 West Trindle Road,Carlisle,PA,17015,US,39.6,8.25,1,0,2.95,11X10X1,,",",
